first_name,male_count,female_count
Reeda,0,11
Reese,59,6
Reeva,0,6
Reeves,10,0
Refugia,0,34
Refugio,69,32
Refujia,0,5
Refujio,11,0
Regena,0,20
Regenia,0,17
Reggie,15,5
Regina,7,1226
Reginal,7,0
Reginald,348,0
Regine,0,5
Reginia,0,10
Regino,9,0
Regis,57,7
Reid,88,0
Reida,0,10
Reiko,0,7
Reina,0,10
Reinaldo,7,0
Reinhard,6,0
Reinhardt,8,0
Reinhart,15,0
Reinhold,32,0
Reino,27,0
Reinold,10,0
Reita,0,22
Reka,0,5
Relda,0,13
Rella,0,26
Relma,0,6
Rema,0,20
Rembert,15,0
Remedios,0,5
Remel,0,5
Remell,0,5
Remigio,12,0
Remo,28,0
Remus,12,0
Rena,0,521
Renald,17,0
Renaldo,7,0
Renard,6,0
Renata,0,13
Renato,19,0
Rene,185,38
Renee,0,182
Renell,0,6
Renetta,0,11
Renia,0,10
Renie,0,9
Renna,0,6
Rennie,8,8
Reno,50,0
Renzie,5,0
Renzo,7,0
Reo,8,0
Reola,0,30
Resa,0,5
Ressie,0,42
Reta,0,167
Retha,0,252
Rethel,0,6
Retta,0,43
Reuben,435,5
Reubin,16,0
Reuel,11,0
Reva,0,340
Revella,0,9
Rever,0,8
Revis,12,0
Rex,589,5
Rexford,32,0
Rey,6,0
Reyes,36,19
Reymundo,11,0
Reynalda,0,6
Reynaldo,63,0
Reynold,76,0
Reynolds,27,0
Rhea,14,155
Rheba,0,52
Rheda,0,5
Rheta,0,26
Rhetta,0,6
Rheva,0,6
Rhoda,0,503
Rhodes,8,0
Rhona,0,5
Rhonda,0,8
Rial,5,0
Ricarda,0,16
Ricardo,114,0
Ricco,6,0
Rice,8,0
Rich,5,0
Richard,21244,94
Richardean,0,6
Richardine,0,6
Richie,0,10
Richmond,56,0
Rick,12,0
Rickey,5,0
Rico,5,0
Rigoberto,5,0
Rilda,0,15
Riley,168,0
Rilla,0,42
Rina,0,27
Rinaldo,14,0
Rino,10,0
Rio,5,0
Ripley,6,0
Rissie,0,11
Rita,12,5381
Ritchie,7,0
Rito,13,0
Ritta,0,10
Riva,0,8
Rivers,10,0
Rix,5,0
Rl,5,0
Roald,6,0
Rob,14,0
Robb,5,0
Robbert,9,0
Robbie,25,314
Robby,6,0
Robbye,0,5
Robena,0,14
Robert,60800,299
Roberta,12,1772
Robertha,0,14
Robertine,0,10
Roberto,241,0
Roberts,13,0
Robertson,5,0
Robey,8,0
Robie,11,9
Robin,42,30
Robina,0,10
Robinson,12,0
Robley,8,0
Robt,23,0
Roby,29,8
Robyn,0,5
Rocco,360,0
Rochelle,0,36
Rochester,11,0
Rock,7,0
Rockey,5,0
Rockwell,5,0
Rocky,14,0
Roddy,8,0
Rodell,11,0
Roderic,7,0
Roderick,140,0
Rodger,76,0
Rodgers,14,0
Rodman,25,0
Rodney,397,0
Rodolfo,126,0
Rodolph,8,0
Rodolphe,13,0
Rodric,5,0
Rodrick,6,0
Rodrigo,16,0
Roe,12,5
Roena,0,23
Roenia,0,5
Rogelio,27,0
Rogene,0,15
Roger,2054,14
Rogerio,9,0
Rogers,99,0
Rojean,0,7
Rojelio,12,0
Rolan,10,0
Roland,1822,12
Rolande,0,25
Rolando,10,0
Rolen,7,0
Rolena,0,6
Rolene,0,5
Rolf,23,0
Rolfe,9,0
Rolla,28,0
Rolland,231,0
Rollande,0,7
Rollen,8,0
Rollie,45,8
Rollin,125,0
Rollo,28,0
Roma,12,157
Romain,10,0
Romaine,10,74
Romalda,0,5
Roman,247,0
Romana,0,35
Romayne,0,38
Rome,13,0
Romelia,0,22
Romelle,0,5
Romeo,114,0
Romer,6,0
Rometta,0,6
Romey,8,0
Romie,34,9
Romilda,0,14
Rommie,6,0
Romola,0,5
Romolo,14,0
Romona,0,22
Romuald,12,0
Romulus,8,0
Rona,0,14
Ronald,1360,5
Ronda,7,0
Rondal,7,0
Ronie,0,5
Ronnie,23,30
Roosevelt,403,0
Roque,11,0
Rosa,15,2148
Rosabel,0,8
Rosabell,0,10
Rosabelle,0,38
Rosaire,21,0
Rosala,0,5
Rosalea,0,11
Rosalee,0,152
Rosaleen,0,17
Rosalene,0,13
Rosalia,0,81
Rosalie,0,1153
Rosalin,0,7
Rosalina,0,16
Rosalind,0,243
Rosalinda,0,6
Rosaline,0,86
Rosalio,29,0
Rosalyn,0,189
Rosamae,0,10
Rosamary,0,9
Rosamond,0,92
Rosana,0,12
Rosann,0,16
Rosanna,0,94
Rosanne,0,27
Rosaria,0,53
Rosario,116,40
Rosary,0,5
Rosaura,0,6
Rosco,35,0
Roscoe,443,0
Rose,26,8479
Rosea,0,6
Roseann,0,58
Roseanna,0,44
Roseanne,0,23
Rosebud,0,24
Roselee,0,26
Roselene,0,8
Roselia,0,5
Roselie,0,8
Roselind,0,10
Roseline,0,21
Rosell,0,5
Rosella,0,435
Roselle,0,29
Rosellen,0,14
Roselyn,0,100
Rosemae,0,9
Rosemarie,0,296
Rosemary,5,2734
Rosemond,0,25
Rosena,0,38
Rosenda,0,10
Rosendo,30,0
Rosetta,0,442
Rosette,0,8
Rosevelt,64,0
Rosey,0,16
Rosezella,0,12
Rosia,0,56
Rosie,7,1482
Rosina,0,130
Rosine,0,15
Rosita,0,43
Roslin,0,6
Roslyn,0,255
Ross,588,7
Rosser,6,0
Rossetta,0,5
Rossie,13,37
Roswell,25,0
Rosy,0,18
Rotha,0,7
Rovena,0,6
Rowan,6,0
Rowell,5,0
Rowena,0,165
Rowene,0,6
Rowland,83,0
Roxana,0,13
Roxanna,0,21
Roxie,10,278
Roxy,0,12
Roy,6557,46
Royal,214,0
Royce,233,17
Royden,9,0
Roye,5,0
Royston,8,0
Rozel,5,0
Rozell,15,11
Rozella,0,71
Rozelle,0,13
Rozellia,0,5
Rozena,0,13
Rozina,0,5
Rubbie,0,21
Rubby,0,8
Rube,13,0
Rubell,0,8
Ruben,398,0
Rubena,0,6
Rubert,19,0
Ruberta,0,8
Rubia,0,5
Rubie,0,121
Rubin,128,0
Ruble,10,8
Ruby,66,8406
Rubye,0,226
Rubylee,0,7
Rudean,0,6
Rudell,0,12
Rudine,0,10
Rudolf,49,0
Rudolfo,12,0
Rudolph,1229,9
Rudolpho,6,0
Rudy,207,11
Rue,7,7
Rueben,62,0
Ruel,47,0
Ruffin,14,0
Ruffus,26,0
Rufina,0,31
Rufino,10,0
Ruford,5,0
Rufus,709,8
Ruie,0,12
Rulon,20,0
Rumalda,0,7
Rumaldo,7,0
Runell,0,9
Runelle,0,6
Runette,0,7
Rupert,108,0
Ruperto,10,0
Rush,31,0
Rushia,0,6
Rushie,0,6
Russ,11,0
Russel,327,7
Russell,3947,23
Ruth,71,23600
Rutha,0,64
Ruthann,0,31
Ruthanna,0,17
Ruthanne,0,16
Ruthe,0,122
Ruthell,0,9
Ruthella,0,12
Ruthellen,0,6
Ruther,0,27
Rutherford,21,0
Ruthetta,0,5
Ruthia,0,7
Ruthie,0,374
Ruthmary,0,7
Ruthy,0,16
Rutledge,5,0
Ryan,7,0
Ryland,17,0
Sabas,7,0
Sabatino,9,0
Sabina,0,74
Sabino,14,0
Sabra,0,27
Saburo,24,0
Sachiko,0,23
Sachiyo,0,5
Sada,0,7
Sadako,0,25
Sadao,13,0
Saddie,0,19
Sadie,8,1120
Sadye,0,15
Saint,12,0
Sakae,7,7
Sakaye,0,6
Sakiko,0,6
Sal,28,0
Salbador,6,0
Salem,8,0
Salena,0,10
Salina,0,8
Sallee,0,5
Salley,0,6
Sallie,0,783
Sally,8,1145
Sallye,0,15
Saloma,0,8
Salome,16,19
Salomon,19,0
Salvador,283,0
Salvadore,35,0
Salvator,28,0
Salvatore,1025,0
Salvatrice,0,12
Sam,2123,30
Samantha,0,15
Sambo,7,0
Samella,0,18
Sameul,6,0
Samie,20,0
Sammie,275,121
Sammuel,12,0
Sammy,163,23
Sammye,0,15
Sampson,30,0
Samson,17,0
Samual,30,0
Samuel,4592,23
Samuella,0,5
Samul,10,0
Samule,7,0
San,5,12
Sana,0,5
Sander,6,0
Sanders,27,0
Sandford,9,0
Sandor,7,0
Sandra,0,145
Sandy,74,10
Sanford,265,0
Sanjuana,0,10
Santa,0,88
Santana,9,0
Santford,7,0
Santiaga,0,7
Santiago,121,0
Santina,0,58
Santino,9,0
Santo,90,0
Santos,111,100
Saphronia,0,6
Sara,0,2313
Sarabelle,0,8
Sarafina,0,5
Sarah,28,5045
Sarajane,0,8
Saralee,0,11
Saralyn,0,5
Saramae,0,5
Sarina,0,6
Sarita,0,8
Sarkis,16,0
Sarrah,0,19
Satoru,14,0
Satoshi,12,0
Satsuki,0,6
Saturnina,0,5
Saturnino,12,0
Saul,213,0
Saunders,5,0
Savanah,0,9
Savannah,0,88
Saveria,0,5
Saverio,38,0
Savilla,0,12
Savino,7,0
Sayoko,0,7
Schuyler,15,0
Scipio,6,0
Scott,206,0
Scottie,10,11
Scotty,8,0
Seaborn,10,0
Searcy,11,0
Sebastian,137,0
Sebastiana,0,12
Sebastiano,8,0
Sebert,9,0
Sebron,9,0
Secundino,9,0
Sedalia,0,12
Sedonia,0,11
Sedric,5,0
Seeley,6,0
Seena,0,22
Seferina,0,10
Seferino,16,0
Seichi,10,0
Seiichi,6,0
Seiji,11,0
Seiko,7,0
Selby,17,0
Selda,0,6
Selden,15,0
Seldon,14,0
Seledonio,5,0
Selena,0,37
Selestino,7,0
Selia,0,7
Selig,12,0
Selina,0,34
Selma,7,735
Selmer,23,0
Selso,6,0
Selvin,9,0
Selwyn,21,5
Sena,0,19
Senaida,0,15
Senaido,8,0
Senia,0,5
Senie,0,6
Sennie,0,8
Senon,9,0
Senora,0,14
Senovia,0,7
Serafin,10,0
Serafina,0,34
Serafine,0,5
Serafino,14,0
Serapio,5,0
Serena,0,35
Seretha,0,5
Serge,9,0
Sergio,11,0
Servando,10,0
Seth,83,0
Setsuko,0,14
Severa,0,14
Severiano,8,0
Severin,9,0
Severino,5,0
Severn,9,0
Severo,24,0
Severt,7,0
Seward,21,0
Sewell,22,0
Sewilla,0,5
Seymore,14,0
Seymour,786,5
Shade,7,0
Shadrach,5,0
Shafter,5,0
Shannon,19,10
Sharlene,0,7
Sharon,6,57
Shedrick,11,0
Sheila,0,162
Sheilah,0,5
Shelby,110,7
Sheldon,311,0
Shelia,0,15
Shella,0,8
Shelley,16,6
Shellie,17,8
Shelly,32,9
Shelton,98,0
Shepard,10,0
Shepherd,7,0
Sheppard,11,0
Sheridan,29,0
Sherley,6,9
Sherman,527,0
Shermon,7,0
Sherrel,7,0
Sherrell,5,0
Sherri,0,6
Sherrie,0,5
Sherrill,25,0
Sherrod,7,0
Sherry,9,47
Sherwin,27,0
Sherwood,105,0
Sheryl,0,6
Shiela,0,13
Shields,9,0
Shigeko,0,24
Shigeo,29,0
Shigeru,31,0
Shinichi,5,0
Shirl,8,0
Shirle,0,5
Shirlee,0,194
Shirlene,0,6
Shirley,226,9489
Shirleyann,0,5
Shirlie,0,43
Shirly,0,11
Shiro,12,0
Shizue,0,38
Shizuka,0,5
Shizuko,0,42
Shizuo,11,0
Shizuye,0,5
Shoichi,7,0
Shoji,8,0
Shuford,10,0
Shuichi,5,0
Sible,0,6
Sibyl,0,100
Sid,29,0
Sidney,1502,58
Sidonia,0,8
Sie,12,0
Siegfried,12,0
Sigifredo,5,0
Sigismund,6,0
Sigmond,6,0
Sigmund,72,0
Signa,0,6
Signe,0,25
Signora,0,5
Sigrid,0,22
Sigurd,10,0
Silas,213,5
Silva,0,12
Silver,7,6
Silveria,0,5
Silverio,11,0
Silvester,20,0
Silvestre,18,0
Silvestro,5,0
Silvia,0,28
Silvina,0,5
Silvio,82,0
Sim,29,0
Simeon,38,0
Simmie,20,5
Simon,330,0
Simona,0,32
Simone,0,43
Simonne,0,11
Simpson,16,0
Sims,7,0
Sina,0,13
Sinclair,29,0
Sinda,0,5
Singleton,6,0
Sister,0,6
Sisto,7,0
Sixto,6,0
Sloan,5,0
Smiley,10,0
Smith,56,0
Smithie,0,5
Snowden,7,0
Socoro,0,5
Socorro,10,124
Socrates,10,0
Sofia,0,68
Sofie,0,7
Soila,0,8
Sol,198,0
Sola,0,5
Soledad,0,56
Solidad,0,6
Sollie,6,0
Solly,6,0
Soloman,19,0
Solomon,271,0
Solon,23,0
Solveig,0,9
Son,6,0
Sona,0,6
Sondra,0,5
Sonia,0,97
Sonja,0,20
Sonnie,10,0
Sonny,28,0
Sonora,0,8
Sonya,0,26
Soon,0,6
Sophia,0,357
Sophie,6,1372
Sophronia,0,17
Soren,7,0
Sostenes,9,0
Sotero,13,0
Spence,8,0
Spencer,188,0
Spero,12,0
Spiro,17,0
Spurgeon,36,0
Square,8,0
Squire,12,0
Stacey,10,0
Stachia,0,7
Stacia,0,29
Stacie,0,6
Stacy,44,11
Stafford,29,0
Stan,17,0
Standley,6,0
Stanford,93,0
Stanislaus,24,0
Stanislava,0,5
Stanislaw,6,0
Stanislawa,0,9
Stanley,5187,29
Stanly,12,0
Stanton,91,0
Stanwood,6,0
Starlin,8,0
Starling,15,0
Stasia,0,53
Statia,0,6
Staton,5,0
Stclair,10,0
Steele,5,0
Stefan,12,0
Stefania,0,17
Stefanie,0,13
Steffie,0,21
Stella,6,2752
Stellar,0,8
Stelle,0,8
Stephan,12,0
Stephana,0,5
Stephania,0,38
Stephanie,0,225
Stephany,0,8
Stephen,1636,7
Stephie,0,16
Sterlin,5,0
Sterling,280,0
Stevan,9,0
Steve,1219,8
Steven,321,0
Stevens,8,0
Stevenson,6,0
Stevie,5,0
Steward,21,0
Stewart,293,0
Stiles,11,0
Stillman,13,0
Stirling,6,0
Stokes,6,0
Stone,6,0
Stonewall,14,0
Stoney,5,0
Stoy,7,0
Stratford,5,0
Stratton,8,0
Stuart,355,5
Suda,0,6
Sudie,0,85
Sue,0,644
Sueko,0,10
Suella,0,7
Sueo,5,0
Sula,0,23
Sulema,0,7
Sullivan,15,0
Sulo,6,0
Sumi,0,9
Sumie,0,15
Sumiko,0,28
Sumiye,0,9
Sumner,61,0
Sunday,0,6
Sunny,12,18
Sunshine,0,14
Susa,0,5
Susan,0,832
Susana,0,48
Susann,0,14
Susanna,0,92
Susannah,0,13
Susanne,0,59
Susano,8,0
Susie,8,1275
Sussie,0,10
Susumu,21,0
Suzan,0,7
Suzanna,0,18
Suzanne,0,405
Suzette,0,14
Suzie,0,7
Sven,10,0
Svend,5,0
Swan,5,0
Swannie,0,8
Swanson,6,0
Sweetie,0,9
Swinton,5,0
Sybel,0,10
Sybil,5,479
Sybilla,0,8
Syble,0,195
Sybol,0,6
Sydell,0,8
Sydelle,0,22
Sydney,127,33
Sylva,0,25
Sylvan,73,0
Sylvania,0,8
Sylvanus,7,0
Sylvene,0,5
Sylvesta,0,7
Sylvester,708,18
Sylvia,7,2757
Sylvin,5,0
Sylvio,15,0
Syril,0,7
Tabitha,0,10
Tad,5,0
Tadao,15,0
Tadashi,31,0
Tadeus,6,0
Tadeusz,8,0
Taeko,0,8
Tai,5,0
Takako,0,7
Takao,10,0
Takashi,32,0
Takeko,0,8
Takeo,30,0
Takeshi,42,0
Takumi,5,0
Talbert,15,0
Talitha,0,5
Tallie,5,0
Talma,0,11
Talmadge,123,7
Talmage,40,0
Tam,5,0
Tamiko,0,8
Tamotsu,12,0
Tana,0,7
Tandy,6,0
Tanner,5,0
Tanya,0,11
Tassie,0,5
Tate,5,0
Tatiana,0,5
Tatsuo,6,0
Tayeko,0,5
Taylor,124,0
Tecora,0,8
Ted,610,11
Teddie,18,5
Teddy,292,15
Tedford,5,0
Tee,6,0
Tekla,0,5
Telesforo,5,0
Telford,10,0
Tellis,7,0
Tempa,0,7
Tempest,0,5
Tempie,0,33
Temple,11,8
Tena,0,48
Tennessee,0,7
Tennie,0,57
Tennis,9,0
Teodora,0,18
Teodoro,36,0
Teofil,6,0
Teofila,0,7
Teofilo,14,0
Teola,0,7
Tera,0,6
Terence,37,0
Teresa,5,786
Terese,0,17
Teresia,0,5
Teresita,0,6
Tereso,5,0
Teressa,0,9
Terral,6,0
Terrance,19,0
Terrel,9,0
Terrell,46,0
Terrence,35,0
Terri,0,5
Terrill,5,0
Terry,140,116
Teruko,0,26
Teruo,12,0
Tess,0,15
Tessa,0,5
Tessie,0,201
Tetsuo,26,0
Tetsuro,6,0
Tex,26,0
Texanna,0,8
Texas,7,0
Texie,0,10
Thad,61,0
Thaddaeus,6,0
Thaddeaus,5,0
Thaddeus,275,0
Thadeus,15,0
Thadius,5,0
Thais,0,25
Thalia,0,43
Thane,8,0
Tharon,0,17
Thayer,12,0
Thayne,11,0
Thea,5,25
Theada,0,6
Theadora,0,12
Theadore,83,0
Thecla,0,12
Theda,0,198
Thedford,7,0
Thedis,0,6
Thedora,0,6
Thedore,25,0
Thekla,0,5
Thelbert,29,0
Thelda,0,19
Thell,5,0
Thella,0,5
Thelma,45,7316
Thelmer,8,0
Thena,0,10
Theo,97,111
Theodis,16,0
Theodor,13,0
Theodora,0,177
Theodore,3225,15
Theodosia,0,32
Theodus,6,0
Theola,0,82
Theon,5,0
Theona,0,10
Theone,0,11
Theophil,7,0
Theophile,6,0
Theophilus,30,0
Theoplis,8,0
Theora,0,20
Theordore,6,0
Theotis,9,0
Thera,0,20
Theran,6,0
Theresa,11,3021
Therese,0,289
Theresia,0,22
Theressa,0,26
Therma,0,6
Therman,49,0
Thermon,25,0
Theron,153,0
Thersa,0,9
Theta,0,8
Thetis,0,7
Thirl,5,0
Thomas,16555,85
Thomasa,0,11
Thomasina,0,26
Thomasine,0,29
Thomes,12,0
Thomos,7,0
Thompson,28,0
Thor,13,0
Thora,0,44
Thornton,67,0
Thorvald,6,0
Thos,8,0
Threasa,0,6
Thresa,0,24
Thressa,0,14
Thula,0,10
Thure,5,0
Thurl,16,0
Thurley,0,6
Thurlow,20,0
Thurma,0,5
Thurman,314,0
Thurmon,27,0
Thurmond,19,0
Thursa,0,9
Thurston,67,0
Thurza,0,6
Thyra,0,17
Tiburcia,0,6
Tiburcio,16,0
Tice,6,0
Tilda,0,35
Tilden,11,0
Tildon,7,0
Tilford,16,0
Tilghman,7,0
Tillie,0,297
Tillman,51,0
Tillmon,6,0
Tilman,22,0
Tilmon,13,0
Tilton,9,0
Tim,62,0
Timotea,0,7
Timoteo,15,0
Timothy,322,0
Tina,0,143
Tiney,0,6
Tinnie,0,20
Tino,6,0
Tiny,5,53
Tiodoro,5,0
Tip,6,0
Tishie,0,6
Tito,10,0
Titus,26,0
Tobe,11,0
Tobey,5,0
Tobias,18,0
Toby,23,59
Tod,6,0
Todd,33,0
Toivo,13,0
Tokie,0,5
Tokiko,0,13
Tokuo,5,0
Tolbert,16,0
Toliver,5,0
Tollie,11,0
Tom,1097,14
Tomas,143,0
Tomasa,0,72
Tomasita,0,18
Tome,5,0
Tomi,0,5
Tomie,26,23
Tomiko,0,28
Tomio,14,0
Tommie,416,310
Tommy,568,39
Tommye,0,25
Tomoe,0,6
Tomoko,0,7
Tona,0,5
Toney,44,0
Toni,5,64
Tonia,0,6
Tonie,0,5
Tonita,0,5
Tonnie,5,0
Tony,1034,25
Toribio,11,0
Torrence,9,0
Toru,6,0
Tosca,0,10
Toshiaki,5,0
Toshie,0,8
Toshiko,0,45
Toshio,41,0
Toshiro,5,0
Toshiyuki,7,0
Toula,0,9
Townsend,7,0
Toxie,5,0
Toy,24,9
Toye,0,6
Toyoko,0,19
Tracey,8,0
Tracie,0,6
Tracy,63,13
Trannie,0,6
Tranquilino,7,0
Travers,8,0
Travis,246,12
Trecia,0,7
Trella,0,9
Trellis,0,6
Trena,0,6
Trenna,0,5
Trent,8,0
Trenton,16,0
Tresa,0,15
Tressa,0,46
Tressie,0,103
Treva,0,141
Trevor,12,0
Trilba,0,6
Trilby,0,10
Trina,0,8
Trine,0,11
Trinidad,60,87
Trinnie,0,5
Trino,6,0
Trixie,0,12
Troy,559,14
Troyce,5,0
Truby,0,5
Trudie,0,38
Trudy,0,40
True,6,7
Trueman,13,0
Truett,27,0
Truitt,6,0
Trula,0,53
Truman,240,0
Trumon,7,0
Trygve,5,0
Tsugio,11,0
Tsuneko,0,5
Tsuneo,9,0
Tsuruko,0,11
Tsutomu,31,0
Tsuyako,0,7
Tsuyoshi,5,0
Tucker,13,0
Tula,0,37
Tullio,9,0
Tully,10,0
Tunis,9,0
Turner,46,0
Twanda,0,5
Twila,0,160
Twilla,0,12
Twyla,0,54
Twylla,0,5
Twyman,5,0
Tyler,22,0
Tyre,9,0
Tyree,14,0
Tyrone,10,0
Tyrus,10,0
Tyson,7,0
Ubaldo,14,0
Udell,15,7
Uel,5,0
Ugo,9,0
Ula,8,56
Uldean,0,5
Uldine,0,12
Uless,8,0
Ulice,7,0
Ulis,10,0
Ulla,0,5
Ulmer,6,0
Ulric,7,0
Ulrich,5,0
Ulus,13,0
Ulyess,5,0
Ulyesses,6,0
Ulys,7,0
Ulysee,10,0
Ulysees,6,0
Ulyses,20,0
Ulysess,8,0
Ulyss,6,0
Ulysse,15,0
Ulysses,177,0
Ulyssess,5,0
Umberto,19,0
Una,0,171
Undine,0,10
Unice,0,7
Unknown,7,10
Upshur,5,0
Ura,5,12
Ural,12,0
Urbain,8,0
Urban,104,0
Urbano,8,0
Uriah,8,0
Uriel,8,0
Ursa,0,7
Ursula,0,152
Ursuline,0,5
Utah,12,0
Uva,0,5
Vachel,5,0
Vada,0,200
Vaden,8,0
Vader,0,6
Vadie,0,13
Vadis,0,5
Vadna,0,9
Vahan,7,0
Val,37,9
Valaria,0,5
Valarie,0,10
Valborg,0,11
Valda,0,34
Valdemar,6,0
Valeda,0,13
Valene,0,5
Valente,13,0
Valentin,28,0
Valentina,0,29
Valentine,126,22
Valentino,32,0
Valera,0,23
Valeria,0,212
Valerian,12,0
Valerie,0,172
Valerio,7,0
Valeta,0,14
Valetta,0,12
Valgene,0,6
Valjean,0,7
Valla,0,5
Valley,6,0
Vallie,5,57
Valma,0,11
Valmore,8,0
Valora,0,10
Valorie,0,9
Valrie,0,10
Valton,6,0
Van,234,5
Vana,0,5
Vance,152,0
Vancil,6,0
Vanda,0,21
Vandella,0,5
Vanderbilt,5,0
Vane,9,0
Vaneta,0,9
Vanetta,0,11
Vangie,0,15
Vanilla,0,12
Vanita,0,20
Vann,5,0
Vannie,5,18
Vara,0,18
Varie,0,6
Varina,0,5
Varnell,8,0
Vasco,11,0
Vashti,0,29
Vasil,8,0
Vasiliki,0,5
Vassie,0,23
Vasta,0,6
Vaudie,0,8
Vaudine,0,7
Vaudis,0,5
Vaughan,12,0
Vaughn,116,8
Vear,0,6
Vearl,15,0
Veatrice,0,12
Veda,0,167
Vedia,0,5
Veikko,5,0
Vela,0,21
Velda,0,155
Veldia,0,5
Veldon,8,0
Veleria,0,5
Velia,0,45
Vella,0,53
Velma,20,2272
Velmar,0,6
Velmer,6,10
Velna,0,18
Velora,0,18
Velta,0,35
Velton,7,0
Velva,0,102
Velvia,0,5
Velvie,0,10
Vena,0,71
Venancio,5,0
Venard,6,0
Veneda,0,10
Veneta,0,19
Venetia,0,12
Venetta,0,17
Venice,9,33
Venida,0,6
Venie,0,5
Venita,0,60
Venna,0,19
Vennetta,0,5
Vennie,0,37
Venola,0,7
Venora,0,8
Venson,12,0
Ventura,22,0
Venus,0,36
Veola,0,38
Veona,0,8
Veora,0,12
Vera,15,3476
Verabelle,0,5
Veral,6,0
Verba,0,25
Verbie,0,10
Verble,0,5
Verbon,7,0
Vercie,0,7
Verda,0,243
Verdean,0,7
Verdell,12,45
Verdella,0,10
Verdelle,0,11
Verdene,0,7
Verdia,0,23
Verdie,7,72
Verdine,0,7
Verdon,8,0
Vere,12,5
Verena,0,29
Vergene,0,8
Vergia,0,12
Vergie,5,125
Vergil,47,0
Verginia,0,6
Veria,0,16
Veril,5,0
Verina,0,5
Verl,68,8
Verla,0,162
Verlaine,0,8
Verlan,6,0
Verland,7,0
Verle,47,25
Verlean,0,9
Verlee,0,16
Verlena,0,8
Verlene,0,31
Verlia,0,11
Verlie,7,73
Verlin,74,19
Verline,0,37
Verlon,33,12
Verlyn,29,6
Verma,0,31
Vermell,0,19
Vermelle,0,10
Vermon,8,0
Vern,243,17
Verna,12,1661
Vernadine,0,5
Vernal,37,9
Vernalee,0,6
Vernan,5,0
Vernard,41,0
Verne,144,17
Verneal,0,8
Verneda,0,23
Verneice,0,13
Verneil,0,8
Vernel,7,0
Vernell,25,178
Vernelle,0,69
Vernen,7,0
Verner,44,11
Vernese,0,6
Vernet,5,0
Verneta,0,10
Vernett,0,5
Vernetta,0,49
Vernette,0,16
Vernia,0,34
Vernice,18,176
Vernie,81,85
Verniece,0,13
Vernis,12,9
Vernita,0,30
Vernon,3008,53
Vernor,11,0
Veron,0,5
Verona,0,91
Verone,0,6
Veronica,0,954
Versa,0,20
Versia,0,6
Versie,5,69
Verta,0,33
Vertell,0,5
Vertice,0,6
Vertie,0,45
Vertis,8,8
Veryl,29,13
Vesper,5,6
Vessie,0,11
Vesta,0,194
Vestal,10,14
Vester,74,21
Veta,0,57
Veto,12,0
Vetra,0,5
Vetrice,0,5
Vetta,0,9
Veva,0,29
Vianna,0,5
Vic,9,0
Vicenta,0,36
Vicente,92,0
Vicie,0,10
Vick,10,0
Vickey,0,8
Vicki,0,22
Vickie,0,31
Vicky,0,25
Victor,2189,24
Victora,0,6
Victoria,0,1102
Victoriana,0,6
Victoriano,13,0
Victorine,0,14
Victorino,5,0
Victory,5,9
Vicy,0,5
Vida,0,164
Vidal,15,0
Vienna,0,10
Vieno,0,10
Vietta,0,8
Viginia,0,5
Vila,0,18
Vilas,20,0
Vilda,0,9
Villa,0,11
Vilma,0,33
Vina,0,94
Vince,13,0
Vincent,2638,8
Vincenta,0,7
Vincente,7,0
Vincentina,0,8
Vincenza,0,115
Vincenzina,0,13
Vincenzo,17,0
Vincie,0,6
Vineta,0,6
Vinetta,0,11
Viney,0,13
Vinia,0,5
Vinie,0,9
Vinita,0,26
Vinnie,0,61
Vinson,16,0
Vinton,17,0
Viola,11,3577
Violanda,0,7
Violet,7,3224
Violett,0,5
Violetta,0,22
Violette,0,87
Violia,0,5
Viona,0,15
Vira,0,24
Virda,0,6
Virden,6,0
Virdie,0,10
Virgal,6,0
Virgel,44,0
Virgene,0,18
Virgia,0,37
Virgie,18,526
Virgil,1627,36
Virgilene,0,6
Virgilia,0,6
Virgiline,0,7
Virgilio,11,0
Virgin,5,5
Virgina,0,27
Virginia,46,18620
Virginialee,0,5
Virginio,6,0
Virgle,92,0
Viriginia,0,5
Virl,6,0
Virla,0,7
Virtie,0,6
Vista,0,9
Vita,0,68
Vito,287,0
Vittorio,6,0
Viva,0,74
Vivan,0,6
Vivia,0,5
Vivian,53,3850
Viviana,0,5
Viviane,0,8
Viviann,0,5
Vivianne,0,6
Vivien,9,110
Vivienne,0,65
Vivion,0,6
Vivyan,0,5
Vladimir,14,0
Vlasta,0,22
Void,5,0
Voilet,0,6
Vola,0,26
Vollie,9,0
Volney,14,0
Von,32,0
Vona,0,20
Vonceil,0,18
Voncile,0,35
Voncille,0,9
Vonda,0,70
Vondell,0,5
Vonita,0,5
Vonna,0,14
Vonnie,8,41
Voris,8,0
Voyd,7,0
Voyle,5,0
Vyrl,5,0
Waddell,20,0
Wade,385,6
Wadell,9,0
Wadie,5,0
Wahneta,0,6
Wahnetta,0,6
Waino,13,0
Waitman,9,0
Walda,0,5
Waldean,0,6
Waldemar,45,0
Walden,22,0
Waldine,0,7
Waldo,163,0
Waldon,23,0
Walfred,13,0
Walker,113,0
Wallace,2283,18
Waller,10,0
Wallice,8,0
Wallie,7,0
Wallis,12,0
Wally,26,0
Walt,13,0
Walter,12696,86
Walterine,0,16
Walton,111,0
Wana,0,12
Wanda,9,3735
